#{"t_start": 1737020819.9345298, "env_id": "None"}
r,l,t
2.996527,79,1422.526945
3.081488,82,1423.710499
2.979242,79,1424.85407
2.749534,79,1426.019018
2.839169,79,1427.152695
2.974912,79,1428.305581
2.94121,79,1429.427076
2.986118,79,1430.543316
2.939617,79,1431.662037
2.985208,79,1432.822136
2.810509,79,1433.950416
2.964419,79,1435.091743
2.652316,79,1436.234031
2.873251,79,1437.349894
3.002524,79,1438.470275
2.884502,79,1439.598819
2.9749,79,1440.773326
2.873251,79,1441.979178
2.789831,79,1443.122346
2.956362,79,1444.253298
2.9843,79,1445.365747
2.942762,79,1446.570224
3.093543,82,1447.810058
2.966915,79,1448.953418
2.999486,79,1450.015815
2.942762,79,1451.266902
2.94561,79,1452.476556
3.000264,79,1453.583211
2.890529,79,1454.73452
2.885071,76,1455.879106
2.811304,79,1457.043038
2.96352,79,1458.186682
2.722818,79,1459.337196
2.925926,79,1460.482673
2.94955,79,1461.616443
2.707582,79,1462.737566
2.94151,79,1463.9168
2.631823,79,1465.057059
2.978855,79,1466.278955
2.717226,79,1467.440447
2.745232,79,1468.677182
2.973026,79,1469.78966
2.908553,79,1470.916371
2.964981,79,1472.02919
3.112705,80,1473.203698
2.978855,79,1474.337186
2.838823,79,1475.45801
2.674649,79,1476.658467
2.955665,79,1477.768384
2.958311,79,1478.896082
2.985296,79,1480.079443
2.969921,79,1481.257492
2.960718,79,1482.394496
2.967075,79,1483.582558
2.845981,76,1484.730339
2.740417,79,1485.931592
2.978425,79,1487.096461
2.637603,76,1488.28433
2.94955,79,1489.471635
3.060124,79,1490.6286
2.884502,79,1491.834605
2.979748,79,1492.963386
2.983064,79,1494.129333
2.775482,79,1495.250719
2.828866,79,1496.36848
2.939304,79,1497.529237
2.985208,79,1498.69061
2.941037,79,1499.847666
2.938356,79,1501.017917
2.94561,79,1502.303129
2.855403,79,1503.439479
2.921763,79,1504.567009
2.564885,79,1505.722882
2.959777,79,1506.861336
2.897651,79,1508.014898
2.974962,79,1509.139518
2.973026,79,1510.320506
2.976986,79,1511.538643
2.960703,79,1512.682512
2.959777,79,1513.83817
2.964419,79,1515.009657
2.839578,79,1516.153532
2.818297,79,1517.306547
2.960865,79,1518.479872
2.818162,79,1519.616479
2.96189,79,1520.754862
2.873251,79,1521.890493
2.62645,79,1523.029248
2.935431,79,1524.18742
2.763731,80,1525.301496
2.932374,79,1526.456204
2.655853,78,1527.604456
2.890529,79,1528.750746
2.96352,79,1529.893723
2.939617,79,1531.038086
3.008376,79,1532.329648
2.959777,79,1533.451741
2.940864,79,1534.588279
2.991232,79,1535.745281
2.837273,79,1536.901678
2.96352,79,1538.053727
2.99483,79,1539.186725
2.939617,79,1540.303748
2.818162,79,1541.416839
2.790163,79,1542.605102
2.908553,79,1543.768018
2.969921,79,1544.957878
2.978855,79,1546.246459
2.883146,79,1547.398135
2.9749,79,1548.550457
2.62645,79,1549.70879
2.873251,79,1550.879092
2.762185,79,1552.01429
2.966915,79,1553.149788
2.949228,79,1554.291179
2.939617,79,1555.538974
2.973793,79,1556.685565
2.802289,79,1557.807876
2.827003,79,1559.007054
2.981133,79,1560.20312
2.973026,79,1561.336277
2.9749,79,1562.485083
2.970701,79,1563.636427
2.918789,79,1564.753603
2.981133,79,1565.911858
2.965668,79,1567.059096
2.991232,79,1568.190762
2.939304,79,1569.313268
2.973793,79,1570.451849
2.949228,79,1571.601577
